,Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
949,Analytics - Senior - Python Full Stack Developer,Ernst and young LLP,5.5,Mid-Level,Data Science / Analytics,Gurgaon,Haryana,India,Monster
950,Clinical Data Python Developer,Ska Digitransform Consulting LLC,4.0,Mid-Level,Data Science / Analytics,Remote,Remote,Remote,Monster
951,Fullstack Developer Python,Nokia India Private Limited,8.5,Lead,Software Development,Noida,Uttar Pradesh,India,Monster
952,Analytics - Senior - Python Full Stack Developer,Ernst and young LLP,4.5,Mid-Level,Data Science / Analytics,Gurgaon,Haryana,India,Monster
953,Python Software Developer,Infosys Limited,5.5,Mid-Level,Software Development,Delhi,Delhi,India,Monster
954,Python Software Developer,Infosys Limited,5.5,Mid-Level,Software Development,Chennai,Tamil Nadu,India,Monster
955,Python Software Developer,Infosys Limited,5.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
956,Python Developer,Capgemini Technology Services India Limited,4.5,Mid-Level,Software Development,Delhi,Delhi,India,Monster
957,Python Developer,Capgemini Technology Services India Limited,4.5,Mid-Level,Software Development,Hyderabad,Telangana,India,Monster
958,Python Developer,Capgemini Technology Services India Limited,4.5,Mid-Level,Software Development,Kolkata,West Bengal,India,Monster
959,Python Developer (Team Lead),Aditya Birla Management Corporation Private Limited,7.5,Senior,Software Development,Noida,Uttar Pradesh,India,Monster
960,Data Engineer - Python & Pyspark with AWS,Staffice Global Private Limited,6.0,Mid-Level,Cloud,Gurgaon,Haryana,India,Monster
961,Python React Developer,TELUS International Philippines Inc.,6.0,Mid-Level,Web Development,Noida,Uttar Pradesh,India,Monster
962,Senior Python Developer,Wipzo Systech Private Limited,8.5,Lead,Software Development,Gurgaon,Haryana,India,Monster
963,Senior Python Developer,Wipzo Systech Private Limited,8.5,Lead,Software Development,Hyderabad,Telangana,India,Monster
964,Senior Python Developer,Wipzo Systech Private Limited,8.5,Lead,Software Development,Pune,Maharashtra,India,Monster
965,Qa Automation Test Engineer(Python/C#),Right Advisors Private Limited,7.5,Senior,Quality Assurance / Testing,Noida,Uttar Pradesh,India,Monster
966,Python Developer,TELUS International Philippines Inc.,6.0,Mid-Level,Software Development,Noida,Uttar Pradesh,India,Monster
967,Python AWS Engineer,ITC Infotech India Limited,2.0,Junior,Cloud,Gurgaon,Haryana,India,Monster
968,Python AWS Engineer,ITC Infotech India Limited,3.0,Junior,Cloud,Gurgaon,Haryana,India,Monster
969,IN-Associate_ Java and Python_Risk Analytics _Advisory_Gurugram,PwC India,5.0,Mid-Level,Data Science / Analytics,Gurgaon,Haryana,India,Monster
970,IN-Associate_ Java and Python_Risk Analytics _Advisory_Gurugram,PwC India,5.0,Mid-Level,Data Science / Analytics,Gurgaon,Haryana,India,Monster
971,Senior Associate L1 DE-Big Data Azure,Publicis Sapient,3.5,Mid-Level,Cloud,Bengaluru,Karnataka,India,Monster
972,Software Engineer - Big Data,Z5,2.0,Junior,Data Science / Analytics,Pune,Maharashtra,India,Monster
973,Software Engineer - Big Data,Z5,2.0,Junior,Data Science / Analytics,Pune,Maharashtra,India,Monster
974,Software Engineer - Big Data,Z5,2.0,Junior,Data Science / Analytics,Pune,Maharashtra,India,Monster
975,Walk-in Drive from12th to 15th April 2025 for Big Data Developers @ Bengaluru,Objectwin Technology India Private Limited,6.0,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
976,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,Ahmedabad,Gujarat,India,Monster
977,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
978,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,Chennai,Tamil Nadu,India,Monster
979,Cybage software is hiring Big data Architects,Cybage Software Private Limited,13.5,Manager,Data Science / Analytics,Pune,Maharashtra,India,Monster
980,Big Data Modernization Engineer,Infosys Limited,9.5,Lead,Data Science / Analytics,Gurgaon,Haryana,India,Monster
981,Big Data Analyst,Infosys Limited,4.0,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
982,AWS Big data Architect,Birlasoft Limited,17.5,Executive,Cloud,Bengaluru,Karnataka,India,Monster
983,Big Data Developer,Tata Consultancy Services Limited,5.5,Mid-Level,Data Science / Analytics,Pune,Maharashtra,India,Monster
984,Manager Data Engineering DE - Big Data Azure,Publicis Sapient,9.5,Lead,Cloud,Bengaluru,Karnataka,India,Monster
985,Manager Data Engineering DE - Big Data AWS,Publicis Sapient,9.5,Lead,Cloud,Bengaluru,Karnataka,India,Monster
986,Senior Associate L1 DE-Big Data GCP,Publicis Sapient,3.5,Mid-Level,Cloud,Bengaluru,Karnataka,India,Monster
987,Senior Associate Data Engineering L2 DE - Big Data GCP,Publicis Sapient,4.5,Mid-Level,Cloud,Bengaluru,Karnataka,India,Monster
988,Sr Technical Lead-Data Engg,Birlasoft Limited,8.0,Senior,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
989,Data Modeller,Wipzo Systech Private Limited,10.0,Lead,Data Science / Analytics,Hyderabad,Telangana,India,Monster
990,Data Modeller,Wipzo Systech Private Limited,10.0,Lead,Data Science / Analytics,delhi,Delhi,India,Monster
991,Data Modeller,Wipzo Systech Private Limited,10.0,Lead,Data Science / Analytics,Pune,Maharashtra,India,Monster
992,Bigdata Developer,Ifintalent Global Private Limited,2.0,Junior,Data Science / Analytics,Gurgaon,Haryana,India,Monster
993,Bigdata Developer,Ifintalent Global Private Limited,2.0,Junior,Data Science / Analytics,Chennai,Tamil Nadu,India,Monster
994,Bigdata Developer,Ifintalent Global Private Limited,2.0,Junior,Data Science / Analytics,Pune,Maharashtra,India,Monster
995,Assistant Manager,Bank of America,6.0,Mid-Level,Management,Gurgaon,Haryana,India,Monster
996,Assistant Manager,Bank of America,6.0,Mid-Level,Management,Gurgaon,Haryana,India,Monster
997,Senior Manager - Credit Modelling,SBI Card,8.0,Senior,Management,Gurgaon,Haryana,India,Monster
998,Senior Manager - Credit Modelling,SBI Card,8.0,Senior,Management,Gurgaon,Haryana,India,Monster
999,Director - Data Engineering,Axtria India Private Limited,15.0,Manager,Data Science / Analytics,Hyderabad,Telangana,India,Monster
1000,Director - Data Engineering,Axtria India Private Limited,15.0,Manager,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
1001,Director - Data Engineering,Axtria India Private Limited,15.0,Manager,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1002,Director Data Science,Axtria India Private Limited,16.5,Executive,Data Science / Analytics,Gurgaon,Haryana,India,Monster
1003,Director Data Science,Axtria India Private Limited,16.5,Executive,Data Science / Analytics,Delhi,Delhi,India,Monster
1004,Director Data Science,Axtria India Private Limited,16.5,Executive,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1005,Director Data Science,Axtria India Private Limited,17.5,Executive,Data Science / Analytics,Delhi,Delhi,India,Monster
1006,Director Data Science,Axtria India Private Limited,17.5,Executive,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
1007,Director Data Science,Axtria India Private Limited,17.5,Executive,Data Science / Analytics,delhi,Delhi,India,Monster
1008,Data Engineer,Diensten Tech Limited,0.5,Entry,Data Science / Analytics,Gurgaon,Haryana,India,Monster
1009,Data Engineer,Panapps International Private Limited,5.5,Mid-Level,Data Science / Analytics,Remote,Remote,Remote,Monster
1010,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1011,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,delhi,Delhi,India,Monster
1012,Big Data Engineer,Robotics Technologies,7.5,Senior,Data Science / Analytics,Pune,Maharashtra,India,Monster
1013,Lead Data Engineer (Cloud Focused),Number 11,7.5,Senior,Cloud,Noida,Uttar Pradesh,India,Monster
1014,Data Scientist,Havells India Ltd,9.0,Lead,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1015,"Data Platform DevOps Engineer, Aladdin Data, Associate",BlackRock,5.5,Mid-Level,Data Science / Analytics,Gurgaon,Haryana,India,Monster
1016,Data Engineer - Noida,Paytm Payments Bank,4.0,Mid-Level,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1017,Technical Manager(TPM),Bounteous x Accolite,7.5,Senior,Management,Remote,Remote,Remote,Monster
1018,Technical Project Manager,Bounteous x Accolite,10.0,Lead,Management,Remote,Remote,Remote,Monster
1019,Technical Account Manager,Majesco Software And Solutions India Private Limited,11.0,Lead,Management,Remote,Remote,Remote,Monster
1020,Java Technical Lead,Canterr It Services India Private Limited,6.5,Senior,Information Technology,Remote,Remote,Remote,Monster
1021,AI Consultant - Platform Delivery,Z5,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Gurgaon,Haryana,India,Monster
1022,Generative AI Architect,Capgemini Technology Services India Limited,15.0,Manager,Artificial Intelligence / Machine Learning,Gurgaon,Haryana,India,Monster
1023,GEN AI Developer & Architect,Birlasoft Limited,10.0,Lead,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1024,GEN AI Developer & Architect,Birlasoft Limited,10.0,Lead,Artificial Intelligence / Machine Learning,Mumbai,Maharashtra,India,Monster
1025,GEN AI Developer & Architect,Birlasoft Limited,10.0,Lead,Artificial Intelligence / Machine Learning,Pune,Maharashtra,India,Monster
1026,EY-GDS Consulting-AI And DATA-Delivery Lead Cloud,Ernst and young LLP,13.5,Manager,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1027,Gen AI Technical Lead,Birlasoft Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Monster
1028,Gen AI Technical Lead,Birlasoft Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1029,Gen AI Technical Lead,Birlasoft Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Delhi,Delhi,India,Monster
1030,Gen AI Technical Lead,Birlasoft Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Chennai,Tamil Nadu,India,Monster
1031,AI Developer,TELUS International Philippines Inc.,6.0,Mid-Level,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1032,AI / ML Architect,Wipzo Systech Private Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Monster
1033,AI / ML Architect,Wipzo Systech Private Limited,6.5,Senior,Artificial Intelligence / Machine Learning,delhi,Delhi,India,Monster
1034,AI / ML Architect,Wipzo Systech Private Limited,6.5,Senior,Artificial Intelligence / Machine Learning,Pune,Maharashtra,India,Monster
1035,Lead AI Engineer - Machine Learning,Z5,7.5,Senior,Artificial Intelligence / Machine Learning,Gurgaon,Haryana,India,Monster
1036,Lead AI Engineer - Machine Learning,Z5,7.5,Senior,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Monster
1037,Lead AI Engineer - Machine Learning,Z5,7.5,Senior,Artificial Intelligence / Machine Learning,Pune,Maharashtra,India,Monster
1038,Opportunity For AI Engineer,Nova Human Resources Outsourcing Private Limited,7.0,Senior,Artificial Intelligence / Machine Learning,Remote,Remote,Remote,Monster
1039,AI/ML Engineer,Robotics Technologies,17.5,Executive,Artificial Intelligence / Machine Learning,Gurgaon,Haryana,India,Monster
1040,AI/ML Engineer,Robotics Technologies,17.5,Executive,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1041,AI/ML Engineer,Robotics Technologies,17.5,Executive,Artificial Intelligence / Machine Learning,Mumbai,Maharashtra,India,Monster
1042,AI Platform Architect,Nokia India Private Limited,9.5,Lead,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Monster
1043,AI Platform Architect,Nokia India Private Limited,9.5,Lead,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1044,Product Manager- AI/ ML,Nokia India Private Limited,12.5,Manager,Management,Bengaluru,Karnataka,India,Monster
1045,Product Manager- AI/ ML,Nokia India Private Limited,12.5,Manager,Management,Noida,Uttar Pradesh,India,Monster
1046,AI Project Manager,Nokia India Private Limited,12.5,Manager,Artificial Intelligence / Machine Learning,Bengaluru,Karnataka,India,Monster
1047,AI Project Manager,Nokia India Private Limited,12.5,Manager,Artificial Intelligence / Machine Learning,Noida,Uttar Pradesh,India,Monster
1048,"Associate, ML Data Operations, GO-AI Operations",Amazon Development Centre (India) Private Limited,3.0,Junior,Artificial Intelligence / Machine Learning,Delhi,Delhi,India,Monster
1049,Machine Learning Engineer - A,Capgemini Technology Services India Limited,4.5,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1050,"Azure AI, Cognitive Services, Machine Learning, IoT",LTIMindtree Limited,5.5,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1051,Machine Learning,GlobalLogic Inc,7.5,Senior,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1052,"Software Engineer (Azure AI, Cognitive Services, Machine Learning, IoT)",LTIMindtree Limited,5.5,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1053,Machine Learning Engineer,Apple,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1054,Senior Machine Learning Engineer,Workassist,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1055,Artificial Intelligence and Machine Learning IOT,LTIMindtree Limited,4.5,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1056,Software Development Engineer II (Machine Learning),LivePerson,5.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1057,Senior Machine Learning Engineer,Electronic Arts (EA),6.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1058,Machine Learning Scientist,Flexi Careers India Private Limited,5.0,Mid-Level,Artificial Intelligence / Machine Learning,Remote,Remote,Remote,Monster
1059,Machine Learning Engineer,Workassist,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1060,Machine Learning Senior Analyst [T500-16859],Evernorth Health Services,4.0,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1061,Urgent Hiring MLE (Machine Learning Engineer),Capgemini Technology Services India Limited,5.5,Mid-Level,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1062,Urgent Hiring MLE (Machine Learning Engineer),Capgemini Technology Services India Limited,5.5,Mid-Level,Artificial Intelligence / Machine Learning,Kolkata,West Bengal,India,Monster
1063,Senior Software Engineer - Machine Learning Framework,Shantha Shankar ( Proprietor Of Koral Human Resource Consultants),6.5,Senior,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1064,Azure Machine Learning,PS Collaborations,6.5,Senior,Artificial Intelligence / Machine Learning,Hyderabad,Telangana,India,Monster
1065,Data Engineer - PySpark,Sulbikar Abbas (Proprietor Of Versatile Consultancy),4.0,Mid-Level,Data Science / Analytics,Remote,Remote,Remote,Monster
1066,Pyspark Developer,Cognizant Technology Solutions India Pvt Ltd,6.0,Mid-Level,Software Development,Hyderabad,Telangana,India,Monster
1067,Pyspark Developer,Cognizant Technology Solutions India Pvt Ltd,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1068,Pyspark Developer,Cognizant Technology Solutions India Pvt Ltd,6.0,Mid-Level,Software Development,Pune,Maharashtra,India,Monster
1069,Pyspark Developer,SP Staffing Services Private Limited,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1070,Pyspark Developer,SP Staffing Services Private Limited,5.0,Mid-Level,Software Development,Pune,Maharashtra,India,Monster
1071,Pyspark Developer,SP Staffing Services Private Limited,5.0,Mid-Level,Software Development,Hyderabad,Telangana,India,Monster
1072,Pyspark Developer,ValueLabs LLP,4.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1073,Pyspark Developer,ValueLabs LLP,6.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1074,Senior Engineer- Python Pyspark,Thales India Private Limited,4.5,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1075,"Data Engineer ( SQL, Pyspark, Databricks )",Gainwell Technologies LLC,4.0,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
1076,Senior Engineer- Python Pyspark,Thales,4.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1077,Python/Spark/pySpark Big data Engineer,Viionn Labs,3.0,Junior,Data Science / Analytics,,,India,Monster
1078,Big Data (Pyspark),Tata Consultancy Services Limited,6.0,Mid-Level,Data Science / Analytics,Mumbai,Maharashtra,India,Monster
1079,Executive - PySpark,KPMG,2.5,Junior,Other,Bengaluru,Karnataka,India,Monster
1080,Senior Engineer- Python Pyspark,Thales Group,4.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1081,Data Engineer_ML_Pyspark,Lowe's India,3.5,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
1082,"Data Engineer (SQL, Pyspark, Databricks)",Gainwell Technologies,4.0,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Monster
1083,"Principal Consultant-Lead Data Engineer, Databricks, PySpark",Genpact,4.0,Mid-Level,Data Science / Analytics,Noida,Uttar Pradesh,India,Monster
1084,Software Development Engineer II - Backend,ZETA,4.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1085,Lead Software Development Engineer Backend,ZETA,9.0,Lead,Software Development,Bengaluru,Karnataka,India,Monster
1086,Software Development Engineer - I/II Backend,ZETA,4.0,Mid-Level,Software Development,Hyderabad,Telangana,India,Monster
1087,Lead Software Development Engineer - Backend,ZETA,6.5,Senior,Software Development,Mumbai,Maharashtra,India,Monster
1088,"Backend Developer (.Net, C# & Azure)",Staffice Global Private Limited,6.0,Mid-Level,Cloud,Bengaluru,Karnataka,India,Monster
1089,Backend limited openings,Deepak Kushal Kunder ( Proprietor of Vibrantzz Management Services),0.0,Entry,Software Development,Thane,Maharashtra,India,Monster
1090,Backend limited openings,Deepak Kushal Kunder ( Proprietor of Vibrantzz Management Services),0.0,Entry,Software Development,Navi Mumbai,Maharashtra,India,Monster
1091,Backend limited openings,Deepak Kushal Kunder ( Proprietor of Vibrantzz Management Services),0.0,Entry,Software Development,mumbai,Maharashtra,India,Monster
1092,Java Backend,Capco,4.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Monster
1093,Backend Developer,Robotics Technologies,17.5,Executive,Software Development,Gurgaon,Haryana,India,Monster
1094,Backend Developer,Robotics Technologies,17.5,Executive,Software Development,Hyderabad,Telangana,India,Monster
1095,Backend Developer,Robotics Technologies,17.5,Executive,Software Development,Kolkata,West Bengal,India,Monster
1096,Java Backend Developer,Wipro Limited,6.5,Senior,Software Development,Chennai,Tamil Nadu,India,Monster
1097,Java Backend Developer,Capgemini Technology Services India Limited,10.0,Lead,Software Development,Hyderabad,Telangana,India,Monster
1098,Java Backend Developer,Capgemini Technology Services India Limited,10.0,Lead,Software Development,Bengaluru,Karnataka,India,Monster
1099,Java Backend Developer,Capgemini Technology Services India Limited,10.0,Lead,Software Development,Chennai,Tamil Nadu,India,Monster
1100,Node Js Backend Developer,Cognizant Technology Solutions India Pvt Ltd,9.5,Lead,Software Development,Hyderabad,Telangana,India,Monster
1101,Node Js Backend Developer,Cognizant Technology Solutions India Pvt Ltd,9.5,Lead,Software Development,Bengaluru,Karnataka,India,Monster
1102,Node Js Backend Developer,Cognizant Technology Solutions India Pvt Ltd,9.5,Lead,Software Development,Chennai,Tamil Nadu,India,Monster
1103,Senior AWS Java Backend Engineer,Wipro Limited,10.5,Lead,Cloud,Bengaluru,Karnataka,India,Monster
