Job Title,Company,Rating,Reviews,Experience,Salary,Location,Description,Skills,Posted Date
Oracle Transportation Management System (OTM) Consultant,Oracle,3.7,5203,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",We also look for: . OTM (Oracle Transportation Management) functional expertise with a ...,Analytical skillsSolution designInterpersonal skillsOracle Transportation ManagementCustomer satisfactionConsultingOTMGap analysis,6 Days Ago
Consultant,Oracle,3.7,5203,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","An experienced consulting professional who understands solutions, industry best pract...",Analytical skillsSolution designInterpersonal skillsOracle Transportation ManagementCustomer satisfactionConsultingOTMGap analysis,6 Days Ago
Senior Oracle Apex Specialist,Oracle,3.7,5203,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience in UI technologies like Javascript, JQuery, HTML, CSS etc . Hands on experie...",C++Oracle ApexgithubjQueryJavascriptProgrammingPLSQLHTML,6 Days Ago
Consulting Technical Manager,Oracle,3.7,5203,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Willing to work in shifts as defined by project needs . Should be willing to take up FL...,soaweb servicesbiporacle fusionplsqlsqlmicroservicesjava,6 Days Ago
Transportation Representative,Amazon,4.1,25077,0-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Bachelor s degree An ideal candidate should be able to understand the requirements / be...,Supply chainOutboundSoftware supportNetwork monitoringRetail financeRepresentativeCustomer experienceBusiness continuity,11 Days Ago
Guest Service Associate- Housekeeping,Marriott,4.2,1253,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Stand, sit, kneel, or walk for an extended period across an entire work shift . Grasp, ...",HousekeepingSupervisorAppliancesSafety trainingRoom serviceGuest Service AssociateGuestSupervision,11 Days Ago
Software Engineer,Corporate Creations,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience with component-based architecture and the ability to build and maintain larg...,Product managementObject oriented designjQueryRDBMSXMLAgileJSONOracle,30+ Days Ago,Save,Unknown
"DIT (Dev in Test) - Bangalore, India",Photon,4.1,1812,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience on automation of Rest API . Experience on automation of FE using Selenium . ...,automation frameworkTradeAutomationAutomation testingFunctional testingAgile methodologySeleniumTest cases,21 Days Ago
Full Stack Developer,Trigyn Technologies,3.7,212,2-5 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",Experience in web application development. Must have hands-on experience in Node.js. Kn...,IT servicesUI developmentFront endMySQLISO 27001AgileCMMIHTML,28 Days Ago
Delivery Manager - IT Services Bangalore,Zensar,3.7,2480,18-20 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Preferred Skills: . Good understanding on Technology ( mainly Java based solutions) and...,Relationship managementIT servicesProduct managementTeam managementNetworkingBusiness expansionProject planningCustomer engagement,30+ Days Ago
Software Engineer ( SAP Integration Suite),Baker Hughes,4.0,459,4-5 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Bengaluru",Experience of PO to IS migration will be added advantage,TrainingArchitectureFinanceDesign developmentBusiness managementAleSAP PIInformation technology,4 Days Ago
Java Microservices Developer,Photon,4.1,1812,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The ideal candidate should have expertise in microservices architecture, strong profici...",spring bootWeb servicesArchitectureCloudStored proceduresSQLmicroservicesBoot,19 Days Ago
QA Automation - Bangalore,Photon,4.1,1812,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s degree in Computer Science, Engineering, or a related field, or equivalent p...",Computer scienceManager Quality AssuranceTest scriptsTesting toolsJavascriptPerformance testingSeleniumTest cases,30+ Days Ago
Performance Tester - BLR,Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Technical Hands on experience in Performance scripting, execution and analy...",spring bootWeb servicesSimulationPLSQLHTMLPerlHTTPAWS,21 Days Ago
SAP Frontend Developer (SAP FIORI/UI5),Baker Hughes,4.0,459,7-10 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Bengaluru",Bachelor s degree in information technology / engineering / business management with mi...,TrainingFront endsap fioridevopsFinanceDesign developmentBusiness managementApplication development,4 Days Ago
"Senior QA Engineer - Java, Cypress/Playright - Bangalore",Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Photon Infotech P Ltd is looking for Senior QA Engineer - Java, Cypress/Playright - Ban...",QADatabase testingAutomationdevopsSeleniumAWSPythonDBMS,30+ Days Ago
"Senior Software Engineer - Angular, Java",Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Job Summary: We are looking for a skilled Java Full Stack Developer with experience in ...,Analytical skillsspring bootBasicBackendAutomation testingGCPdevopsCloud,19 Days Ago
Documentum Developer,Photon,4.1,1812,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Location: Bangalore Experience: 6-10 Years Job Description We are seeking a ...,Core JavaMS SQLContent managementNoSQLJavascriptApplication developmentMongoDBDocumentum,21 Days Ago
Senior Cloud Engineer,Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The Purpose of this Role As a member of the TechOps SRE team, youll work closely w...",UnixVersion controlManaged servicesGITOperating systemsShell scriptingAutomation toolsAgile,21 Days Ago
"Software Engineer - Angular,Python",Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Location: Bangalore Experience Range: 6-9 Years Job Description We are looki...,BackendCSSFront endDatabase managementCloudJavascriptHTMLAWS,21 Days Ago
"Software Engineer - Angular, Rest/GraphQL",Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Proficiency in building responsive and scalable web applications using Angular (HTML, C...",BackendFront endWeb technologiesArchitectureDebuggingCloudJavascriptHTML,21 Days Ago
"Software Enginner - Java, Lambda, Dynamo DB",Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Good-to-Have Skills . Frontend Advantage: Experience with LWC (Lightning Web Components...,AutomationBackendWeb technologiesdynamo dbdevopsSCALACloudInfrastructure,21 Days Ago
"Senior Software Engineer Angular, Node, Java - Bangalore",Photon,4.1,1812,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience: 6 - 9 Years . 5+ years of hands-on experience: .,cssweb servicesjspjdbchibernatemicroservicesdockerspring,30+ Days Ago
Oracle SaaS Project Manager,Oracle,3.7,5203,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Executes company policies that affect immediate operation(s) and may have company-wide ...,UsageSalesCustomer satisfactionFocusSupport servicesAccount managementSystem Analystoracle support,5 Days Ago
F&B Cashier,Marriott,4.2,1253,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",and maintain cleanliness of workstation at all times . Supervisory Experience: No super...,SupervisorAccountingBankingCash handlingAuditingCashF#Handling,14 Days Ago
Qlik Sense Developer (Immediate Joiner),Hiring for Client,,,4-9 Lacs PA,"Mumbai, Pune, Bangalore/Bengaluru, Delhi / NCR",Good Knowledge of Qliksense Developed dashboards in Qliksense to replicate existing Qli...,Qlik SenseQlikView Mgmt ConsoleQlik ReplicateQlikView ServerQlikViewQlik Sense DevelopmentQlik Sense developerDevelopment,27 Days Ago,Save
"R&D Engineering, Engineer",Synopsys,3.8,349,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","BTech / M Tech in CS / EE from a reputed institute 1+ years of experience in designing,...",UnixAutomationVHDLCodingFPGAVerilogDebuggingData structures,30+ Days Ago
PL/SQL Java Flexcube Project Manager,Oracle,3.7,5203,10-20 Yrs,20-35 Lacs PA,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Our TeamWe work for one of the largest multi-national banks (Client) with presence acro...,Project ManagementFlexcubePLSQLJavaProjectManagementSQL,4 Days Ago
Senior Manager -VMO,Baker Hughes,4.0,459,5-8 Yrs,Not disclosed,"Kochi, Mumbai, Pune, Bengaluru","Preferred to have Certification in contract management (e.g., Certified Commercial Cont...",Supply chainProcurementService levelComplianceContract managementFinanceManagementLicensing,4 Days Ago
Product Owner,United Private Cloud,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Team spirit and good communication abilitiesBachelor s degree in Computer Science, Info...",Product managementComputer scienceManaged servicesorchestrationCloud ServicesAgileScrumAgile methodology,30+ Days Ago,Save,Unknown
Senior System Engineer Linux Cloud and Managed Services,United Private Cloud,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s and Master s Degree in Computer Science, Technical, Engineering, Education, ...",UnixVMwareSANManaged servicesLinuxNetworkingCloudMySQL,30+ Days Ago,Save,Unknown
Senior System Engineer –Windows/Microsoft Cloud,United Private Cloud,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s and High School Degree in Computer Science, Technical, Engineering, Educatio...",VMwareMS SQLLDAPActive directoryDNSWindowsmicrosoftInformation technology,30+ Days Ago,Save,Unknown
SWET- Software Engineer - Bangalore,Photon,4.1,1812,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",The Skills that are Key to this role . Technical- Must Have skills Experience working o...,AutomationLinuxNetworkingProduction supportInformation securityShell scriptingAgilePLSQL,30+ Days Ago
Network Automation Delivery Consultant,IBM,4.0,21968,5-10 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune","As a Delivery Consultant, you will work closely with IBM clients and partners to design...",pythongolangreact.jsjavaphpcontinuous integrationkuberneteszabbix,4 Days Ago
Mean Stack Developer- Apply only Immediate Joiners,Capgemini,3.7,41482,4-9 Yrs,Not disclosed,"Hybrid - Mumbai, Pune, Bengaluru","Primary Skills (Must Have) Experience coding in TypeScript, React or Angular 8, HTML5, ...",ExpressMean StackMean Stack DevelopmentAngularMongodb DatabaseStackApplicationMongoDB,4 Days Ago
DevOps Engineer,United Private Cloud,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". Should have a good knowledge of Windows, Linux, its deployment in virtual environment...",Computer scienceAutomationVersion controlorchestrationLinuxConfiguration managementdevopsCloud,30+ Days Ago,Save,Unknown
PLSQL Developer with Flexcube,Oracle,3.7,5203,4-6 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",3 Years of relevant experience on Flexcube Experience in Query fine-tuning (not databas...,FlexcubePLSQLPerformance TuningPlsql DevelopmentPlsql ProgrammingProgrammingDevelopmentPerformance,4 Days Ago
Senior Software Engineer,Baker Hughes,4.0,459,8-13 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",. Fuel your passion . To be successful in this role you will: . Have a minimum bachelor...,BackendNoSQLRDBMScassandraPostgresqlMySQLAgileMongoDB,4 Days Ago
Documentum Developer,Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The Value You Deliver . You will be required to design, develop, customize, configure, ...",Computer scienceCore JavaContent managementWebtopAgileWorkflowEMCDocumentum,30+ Days Ago
Network Automation_SDN_Delivery Consultant,IBM,4.0,21968,8-12 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune",Responsibilities Responsibilities:Solution DesignAs a delivery consultant you will work...,pythongolangreact.jsjavaphpcontinuous integrationkubernetesibm cloud,5 Days Ago
Senior DevOps Engineer,Photon,4.1,1812,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The Expertise We re Looking for - Bachelor s degree in computer science, Info...",Computer sciencePerformance tuningMavenAutomationLinuxMySQLOracleJIRA,21 Days Ago
Java Developer - Chennai/Bangalore,Photon,4.1,1812,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience with web application servers like Tomcat, Jetty, JBoss etc . 4+ years of exp...",TomcatJBossRDBMSJSPEclipseJDBCJSONOracle,30+ Days Ago
Microsoft SQL Server DBA,Xoriant,4.1,1986,6-9 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Position- Microsoft SQL Server DBALocation: Pune, Mumbai, BangaloreHybrid (3 days a we...",SQL Server AdministrationSQL Server DbaSQL DBAMssql DbaSQL ServersDatabase administrationServServer administration,12 Days Ago
AWS Springboot,Incline Infotech,,,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Experience with Spring Framework, Docker, Spring Boot, Microservices, and Kubernetes|Ou...",spring frameworkSpringbootDockerMicroservicesKubernetesAWSSpringSpring Boot,5 Days Ago,Save,Unknown
Sales Consultant,We have multiple openings for reputed Car dealers in Mumbai and Pune,,,2-5 Lacs PA,"Thane, Pune, Mumbai (All Areas)","Greet customers and understand their needs, preferences, and budget. Provide informatio...",Car SalesTwo WheelerAutomobile EngineeringAutomobileCustomer Servicesales executivesales consultantFour Wheeler,4 Days Ago,Save
Epic Consultant,Deloitte,3.8,17659,1-10 Yrs,Not disclosed,"Mumbai, Pune, Chennai",Collaborate with cross-functional teams to identify client needs and develop customized...,EpicCertifiedepic certifiedConsulting,4 Days Ago
Sr Associate-Sales Trainer (Looking For Edutech background),upGrad,3.7,1829,3-8 Yrs,7-8.5 Lacs PA,"Bangarapet, Mumbai, Pune",Qualifications: . Graduate in any disciplinePreferably experienced in overseas educatio...,Admission CounsellingB2C SalesInside SalesHard Core SalesOverseas EducationCouncellorBusiness DevelopmentRevenue Generation,3 Days Ago
AM/Cluster Manager -Field Recovery (Maharashtra),Home Credit,4.1,4279,5-10 Yrs,Not disclosed,"Mumbai, Pune",Graduate or Postgraduate with 5-10 years of collections experience and large field team...,RecoveryField CollectionsTeam HandlingPayment CollectionRecovery ManagementAgency ManagementCollection ManagementPayment Recovery,1 Day Ago
Area Sales Manager / Sr. Area Sales Manager - uPVC Doors & Windows,NCL Buildtek Limited,3.8,170,8-10 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",Qualification: MBA in Marketing / Any Graduate Should be able to strategize and develop...,Project SalesSales And MarketingWindowsDoorsuPVCIncentivesArchitectsContractors,4 Days Ago
Lead Analyst - Loan Operations,Crisil,3.6,1587,9-14 Yrs,Not disclosed,"Mumbai, Pune, Chennai",Requirement is for someone with experience in LoanIQ and ACBS - should have experience ...,commercialanalyticallendingsyndicationpoliciesiqinterpersonal skillsuat,1 Day Ago
Manager/Senior Manager/ Team Lead - Business Development,CleanMax Enviro Energy Solutions,4.5,106,4-7 Yrs,Not disclosed,"Mumbai, New Delhi, Pune, Chennai, Bengaluru","Department: Business Development (Sales) Mumbai, Pune, Delhi, Chennai, Bangalore. ...",Cold callingProcurementDue diligenceSalesCostingProject financeRenewable energyBilling,30+ Days Ago
Industrial Valves Regional Commodity Manager,Baker Hughes,4.0,459,7-12 Yrs,Not disclosed,"Mumbai, Navi Mumbai, Pune, Coimbatore",. Bachelors / Masters degree in Production/ Relevant Engineering from an accredited un...,ProcurementFabricationSAPAerospaceProject managementAnalyticalValvesTechno-commercial,6 Days Ago
Azure Devops Engineer,Capgemini,3.7,41482,6-11 Yrs,15-30 Lacs PA,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Hands-on experience with Azure DevOps, CI/CD pipeline design, and Infrastructure as Cod...",TerraformCicd PipelineAzure DevopsPowershell ScriptingYamlMicrosoft AzureCI/CdDevops,5 Days Ago
Mainframe Developer-Chennai,Infosys,3.6,39021,3-5 Yrs,Not disclosed,"Hybrid - Kolkata, Pune, Mumbai (All Areas)","Educational Requirements . Master of Computer Science, Master Of Technology, Master Of ...",MainframesVSAMJCLCobol,6 Days Ago
Pega Lead System Architect,LanceSoft Technologies,,,15-25 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)","Position: Pega LSAJob Location: Pune, Bangalore, Mumbai, ChennaiJob Mode: Work From Off...",lead system architectpega LSAPega DevelopmentLCAPegaPega CSAArchitectureDevelopment,5 Days Ago,Save
